ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,0.99,54.52065220003715,55.51963609998347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,54.537180199986324,55.554295299982186,52.82007610000437,59.864502684314424,,,52.05870480003068,52.82007610000437,,,52.05227859999286,52.803828400035854,banana.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,52.82007610000437,54.320254100020975,1,right,,0,,,2025.2.4,,,,,52.810798200021964,54.52058389998274,,,52.82036246668237,53.48650440003257,5,0,2026-07-21_13:19:17.615340,5,,,,,,,,,,,,None,5,5,0,5,banana,banane,Banane,
,,0.79,58.03539620002266,58.834906100004446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,58.05234840000048,58.868444000021555,56.319373600010294,59.864502684314424,,,55.554295299982186,56.319373600010294,,,55.546567199984565,56.30308859999059,glasses.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,56.319373600010294,57.81914839998353,1,left,,0,,,2025.2.4,,,,,56.31183930003317,58.03533560002688,,,56.31957076664936,56.83566029998474,6,0,2026-07-21_13:19:21.110930,6,,,,,,,,,,,,None,6,6,0,6,glasses,lunettes,Brille,
,,0.77,61.31799549999414,62.087307600013446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,61.334518900024705,62.13226590002887,59.61935629998334,59.864502684314424,,,58.868444000021555,59.61935629998334,,,58.861528799985535,59.603873800020665,basket.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,59.61935629998334,61.12161480000941,1,right,,0,,,2025.2.4,,,,,59.612091100018006,61.317944600014016,,,59.6203459666615,60.1178571000346,7,0,2026-07-21_13:19:24.425079,7,,,,,,,,,,,,None,7,7,0,7,basket,panier,Korb,
,,1.23,64.58421270002145,65.8167664000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,64.60117209999589,65.85370660002809,62.88421679998282,59.864502684314424,,,62.13226590002887,62.88421679998282,,,62.12360190000618,62.867266200017184,bear.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,62.88421679998282,64.38362560002133,0,right,,0,,,2025.2.4,,,,,62.8715891999891,64.58416020002915,,,62.883806066649655,63.4339777000132,8,0,2026-07-21_13:19:27.688901,8,,,,,,,,,,,,None,8,8,0,8,milk,lait,Milch,
,,1.1,68.32152920000954,69.42219610000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,68.33784390002256,69.48028000001796,66.61905229999684,59.864502684314424,,,65.85370660002809,66.61905229999684,,,65.84681020001881,66.59947469999315,belt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,66.61905229999684,68.12134010001319,1,left,,0,,,2025.2.4,,,,,66.6060651000007,68.32147530000657,,,66.61596226669305,67.20374470000388,9,0,2026-07-21_13:19:31.410342,9,,,,,,,,,,,,None,9,9,0,9,belt,ceinture,Gürtel,
,,1.25,71.94838419998996,73.1976594000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,71.96492120000767,73.29867019999074,70.23140620003687,59.864502684314424,,,69.48028000001796,70.23140620003687,,,69.46269070002018,70.21544930001255,bike.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,70.23140620003687,71.7315117000253,1,left,,0,,,2025.2.4,,,,,70.22214329999406,71.94831589999376,,,70.23196766665593,70.93112870003097,10,0,2026-07-21_13:19:35.036915,10,,,,,,,,,,,,None,10,10,0,10,bicycle,vélo,Fahrrad,
,,,,,,,,,,,,,,,,,,,,,,,,,0.06755259999772534,r,107.78596910001943,73.6977052000002,,,,,,,,,,,,,,,,,,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,,,,59.864502684314424,,,,,,,,,,,,,,,,73.29867019999074,,,,,,,,,,,,73.2938888000208,181.563670500007,,,,,,,,,,,,,,,0,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20673739997437224,b,7.49031169997761,182.06341190001694,,,,,,,,,,2026-07-21_13h18.24.447,,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,,,,,,,,59.864502684314424,,,,,,,,,,,,,,,,,181.57963590003783,,,,,,,,,,,,,181.57387690001633,189.76093240000773,,,,,,,,,,,,,0,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.3938156000222,193.32704090001062,0.92,,,1,193.33385950000957,193.33390929998131,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,19,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,190.69340580003336,192.41016470000613,192.41016470000613,193.36591059999773,,,,59.864502684314424,189.93845620000502,190.69340580003336,,,189.92919320001965,190.6776865000138,,,bread\bread_19.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,190.69340580003336,,,,,None,,0,,,2025.2.4,,,190.68598760000896,192.39373910002178,,,190.6941787666913,191.62743649998447,,,0,0,2026-07-21_13:21:35.495091,0,1,,None,,,None,,0,0,0,0,,,,,,bread,Pain,Brot,
195.8423807999934,197.0270408000215,1.18,,,1,197.0271086000139,197.027140900027,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,27,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,194.13031470001442,195.85888640000485,195.85888640000485,197.09165469999425,,,,59.864502684314424,193.36591059999773,194.13031470001442,,,193.3561248999904,194.11409119999735,,,chair\chair_27.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,194.13031470001442,,,,,None,,0,,,2025.2.4,,,194.1183541000355,195.84229980001692,,,194.13053446665097,194.6763859000057,,,1,0,2026-07-21_13:21:38.922545,1,2,,None,,,None,,1,1,0,1,,,,,,chair,Chaise,Stuhl,
199.5579435999971,200.3410423999885,0.78,,,1,200.3411172000342,200.34115769999335,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,47,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,197.8411907000118,199.57411049999064,199.57411049999064,200.3890865999856,,,,59.864502684314424,197.09165469999425,197.8411907000118,,,197.07419050001772,197.82517339999322,,,flower\flower_47.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,197.8411907000118,,,,,None,,0,,,2025.2.4,,,197.82844359998126,199.5578711000271,,,197.84167976666166,198.72458109998843,,,2,0,2026-07-21_13:21:42.648290,2,3,,None,,,None,,2,2,0,2,,,,,,flower,Fleur,Blume,
202.84037689998513,204.07299299997976,1.23,,,1,204.07307610003045,204.07313919998705,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,42,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,201.1453164999839,202.86020920000738,202.86020920000738,204.10153670003638,,,,59.864502684314424,200.3890865999856,201.1453164999839,,,200.3782024999964,201.1283836000366,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,201.1453164999839,,,,,None,,0,,,2025.2.4,,,201.13273369998205,202.84029429999646,,,201.1448233666636,201.66130149998935,,,3,0,2026-07-21_13:21:45.945721,3,4,,None,,,None,,3,3,0,3,,,,,,hammer,Marteau,Hammer,
206.55576890002703,207.78852729999926,1.23,,,1,207.78860189998522,207.78864250000333,,,jacket,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-07-21_13h18.24.447,38,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,204.85557240003254,206.57190490001813,206.57190490001813,207.8468845000025,,,,59.864502684314424,204.10153670003638,204.85557240003254,,,204.09291310003027,204.83981470001163,,,jacket\jacket_38.jpg,,,,,,,,,,,,,,,,,,,,,,,1,1,,None,,204.85557240003254,,,,,left,,0,,,2025.2.4,,,204.84269760001916,206.55570090003312,,,204.8562963666666,205.77267289999872,,,4,0,2026-07-21_13:21:49.658172,4,5,,None,,,None,,4,4,0,4,,,,,,bread,Pain,Brot,
210.32671140000457,211.404325600015,1.07,,,1,211.40440270002,211.4044431000366,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,45,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,208.60638020001352,210.34205289999954,210.34205289999954,211.4498242000118,,,,59.864502684314424,207.8468845000025,208.60638020001352,,,207.83238640002673,208.58858650003094,,,ball\ball_45.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,208.60638020001352,,,,,None,,0,,,2025.2.4,,,208.59257269999944,210.32662680000067,,,208.60504306666942,209.37523350003175,,,5,0,2026-07-21_13:21:53.403519,5,6,,None,,,None,,5,5,0,5,,,,,,ball,Ballon,Ball,
213.91997450002236,214.90298200002871,0.98,,,1,214.90308120002737,214.9031216999865,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,17,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,212.2127341000014,213.936683500011,213.936683500011,215.02548270003172,,,,59.864502684314424,211.4498242000118,212.2127341000014,,,211.4341234000167,212.1880012000329,,,house\house_17.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,212.2127341000014,,,,,None,,0,,,2025.2.4,,,212.1989484000369,213.91989459999604,,,212.20443526667466,212.75701450003544,,,6,0,2026-07-21_13:21:57.006459,6,7,,None,,,None,,6,6,0,6,,,,,,house,Maison,Haus,
217.4860187000013,218.43586000002688,0.95,,,1,218.43593869998585,218.43598240002757,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,7,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,215.78647380002076,217.50212499999907,217.50212499999907,218.4805062999949,,,,59.864502684314424,215.02548270003172,215.78647380002076,,,214.98169630003395,215.77042690000962,,,ball\ball_07.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,215.78647380002076,,,,,None,,0,,,2025.2.4,,,215.77372330002254,217.48595380003098,,,215.78688666667247,216.5524345000158,,,7,0,2026-07-21_13:22:00.582118,7,8,,None,,,None,,7,7,0,7,,,,,,ball,Ballon,Ball,
220.9524972999934,222.1174418000155,1.16,,,1,222.11751770001138,222.1175532999914,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,34,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,219.23945910000475,220.96745160000864,220.96745160000864,222.1742830000003,,,,59.864502684314424,218.4805062999949,219.23945910000475,,,218.46634210000047,219.22272100002738,,,hammer\hammer_34.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,219.23945910000475,,,,,None,,0,,,2025.2.4,,,219.225806500006,220.95241959998384,,,219.23918706668,219.76781500002835,,,8,0,2026-07-21_13:22:04.037141,8,9,,None,,,None,,8,8,0,8,,,,,,hammer,Marteau,Hammer,
224.63370790000772,225.88348459999543,1.25,,,1,225.8835509000346,225.88358520000475,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,5,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,222.93337560002692,224.64981570001692,224.64981570001692,225.9361157999956,,,,59.864502684314424,222.1742830000003,222.93337560002692,,,222.16354079998564,222.9173059000168,,,hand\hand_05.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,222.93337560002692,,,,,None,,0,,,2025.2.4,,,222.9253197000362,224.63364010001533,,,222.93381256668752,223.416512100026,,,9,0,2026-07-21_13:22:07.730918,9,10,,None,,,None,,9,9,0,9,,,,,,hand,Main,Hand,
228.40008360001957,229.33291629998712,0.92,,,1,229.33300240000244,229.33305000001565,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,45,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,226.70325610000873,228.41617079998832,228.41617079998832,229.36023600003682,,,,59.864502684314424,225.9361157999956,226.70325610000873,,,225.92743229999905,226.68359810003312,,,bicycle\bicycle_45.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,226.70325610000873,,,,,None,,0,,,2025.2.4,,,226.68584490002831,228.39999830001034,,,226.7000238666699,227.4178437999799,,,10,0,2026-07-21_13:22:11.492751,10,11,,None,,,None,,10,10,0,10,,,,,,bicycle,Vélo,Fahrrad,
231.81442409998272,232.61425310000777,0.79,,,1,232.61433389998274,232.6143754000077,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,7,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,230.1249828999862,231.83063919999404,231.83063919999404,232.6390051000053,,,,59.864502684314424,229.36023600003682,230.1249828999862,,,229.35105450003175,230.0990165999974,,,house\house_07.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,230.1249828999862,,,,,None,,0,,,2025.2.4,,,230.10364739998477,231.81435450003482,,,230.11546196666703,230.6474343999871,,,11,0,2026-07-21_13:22:14.916871,11,12,,None,,,None,,11,11,0,11,,,,,,house,Maison,Haus,
235.10096549999435,236.30178660003003,1.19,,,1,236.3018630000297,236.3019008000265,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,39,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,233.40158499998506,235.11694600002375,235.11694600002375,236.34468620002735,,,,59.864502684314424,232.6390051000053,233.40158499998506,,,232.63135099998908,233.3831247999915,,,dog\dog_39.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,233.40158499998506,,,,,None,,0,,,2025.2.4,,,233.3871110000182,235.1008528000093,,,233.39955176669562,233.90089190000435,,,12,0,2026-07-21_13:22:18.195640,12,13,,None,,,None,,12,12,0,12,,,,,,dog,Chien,Hund,
238.79665889998432,239.66158020001603,0.86,,,1,239.66165800002636,239.66169939999236,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,18,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,237.100121400028,238.81255309999688,238.81255309999688,239.6891905000084,,,,59.864502684314424,236.34468620002735,237.100121400028,,,236.33236310002394,237.0835354999872,,,hand\hand_18.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,237.100121400028,,,,,None,,0,,,2025.2.4,,,237.0868653000216,238.79658620001283,,,237.09997836669598,237.58440910000354,,,13,0,2026-07-21_13:22:21.901321,13,14,,None,,,None,,13,13,0,13,,,,,,hand,Main,Hand,
242.14885350002442,243.24829160002992,1.09,,,1,243.24836880003568,243.24840839998797,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,30,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,240.4450103000272,242.16601480002282,242.16601480002282,243.28259389998857,,,,59.864502684314424,239.6891905000084,240.4450103000272,,,239.68259390001185,240.42799400002696,,,dog\dog_30.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,240.4450103000272,,,,,None,,0,,,2025.2.4,,,240.43137720000232,242.1487912000157,,,240.44453616667695,240.9279203999904,,,14,0,2026-07-21_13:22:25.245825,14,15,,None,,,None,,14,14,0,14,,,,,,dog,Chien,Hund,
