ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.duration,key_resp_prc.keys,key_resp_prc.rt,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.duration,trials_practice.key_resp_prc.keys,trials_practice.key_resp_prc.rt,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,0.99,32.48889199999394,33.489185499958694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,32.50310879998142,33.55576369998744,31.002549499971792,60.16724088242566,,,30.223062000004575,31.002549499971792,,,30.199598899984267,30.97982469998533,banana.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,31.002549499971792,32.50310879998142,1,right,,3,,,2025.2.4,,,,,,30.98726689995965,32.48884389997693,,,,,30.99412196665459,31.67051550000906,5,0,2026-08-08_12:54:23.504638,5,,,,,,,,,,,,,,None,,5,5,0,5,banana,banane,Banane,
,,0.79,35.82211730000563,36.623160899966024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,35.84233109996421,36.68798689998221,34.35781939997105,60.16724088242566,,,33.55576369998744,34.35781939997105,,,33.535834199981764,34.307547500007786,glasses.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,34.35781939997105,,1,left,,3,,,2025.2.4,,,,,,34.34171760000754,35.82204150001053,,,,,34.35377800000133,35.22015359997749,6,0,2026-08-08_12:54:26.837340,6,,,,,,,,,,,,,,None,,6,6,0,6,glasses,lunettes,Brille,
,,0.77,38.95347159996163,39.73719559999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,38.96916599996621,39.786070099973585,37.48423910001293,60.16724088242566,,,36.68798689998221,37.48423910001293,,,36.670734699990135,37.438688199967146,basket.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,37.48423910001293,,1,right,,3,,,2025.2.4,,,,,,37.46142189996317,38.95342069998151,,,,,37.469009733300965,37.951075899996795,7,0,2026-08-08_12:54:29.969563,7,,,,,,,,,,,,,,None,,7,7,0,7,basket,panier,Korb,
,,1.23,42.243929799995385,43.48649659997318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,42.2656531999819,43.53536569996504,40.54973059997428,60.16724088242566,,,39.786070099973585,40.54973059997428,,,39.77207000000635,40.52117909997469,bear.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,40.54973059997428,42.04982229997404,0,right,,3,,,2025.2.4,,,,,,40.54215110000223,42.24388219998218,,,,,40.55242473330193,41.116881099995226,8,0,2026-08-08_12:54:33.067647,8,,,,,,,,,,,,,,None,,8,8,0,8,milk,lait,Milch,
,,1.1,45.801091599976644,46.9005416999571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,45.81564280000748,46.95052119996399,44.299082899990026,60.16724088242566,,,43.53536569996504,44.299082899990026,,,43.52279680001084,44.28449619997991,belt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,44.299082899990026,45.79870260000462,1,left,,3,,,2025.2.4,,,,,,44.286963999969885,45.801041700004134,,,,,44.299168566653194,44.906786800012924,9,0,2026-08-08_12:54:36.816942,9,,,,,,,,,,,,,,None,,9,9,0,9,belt,ceinture,Gürtel,
,,1.25,49.21632279996993,50.466053499956615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,49.230839999974705,50.645650399965234,47.71464079996804,60.16724088242566,,,46.95052119996399,47.71464079996804,,,46.932291899982374,47.69985450000968,bike.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,47.71464079996804,49.21410929999547,1,left,,3,,,2025.2.4,,,,,,47.702842300001066,49.21627559995977,,,,,47.7146193666306,48.43110759998672,10,0,2026-08-08_12:54:40.232098,10,,,,,,,,,,,,,,None,,10,10,0,10,bicycle,vélo,Fahrrad,
,,,,,,,,,,,,,,,,,,,,,,,,,0.15202219999628142,r,5.4772701999754645,50.980481899983715,,,,,,,,,,,,,,,,,,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,,,,60.16724088242566,,,,,,,,,,,,,,,,50.645650399965234,,,,,,,,,,,,50.62636549997842,56.61392179998802,,,,,,,,,,,,,,,,,,3,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15360429999418557,r,3.9813496000133455,57.12863329995889,,,,,,,,,,2026-08-08_12h53.50.844,,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,,,,,,,,60.16724088242566,,,,,,,,,,,,,,,,,56.64378389995545,,,,,,,,,,,,,56.62531259999378,61.27937830000883,,,,,,,,,,,,,,,,3,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.879452499968465,64.91110139997909,1.02,,,1,64.91909949999535,64.91914849996101,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,41,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,62.40957149997121,,63.89300689997617,64.96781269996427,,,,60.16724088242566,61.63306999998167,62.40957149997121,,,61.59275790001266,62.37864329997683,,,dog\dog_41.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,62.40957149997121,,,,,,,None,,3,,,2025.2.4,,,1,62.4006746999803,63.87938040000154,,,None,None,62.40992723330467,62.89309560001129,,,0,0,2026-08-08_12:54:54.914646,0,1,localizer,,None,,,None,,0,0,0,0,,,,,,,,dog,Chien,Hund,
67.22768559999531,68.42667590000201,1.19,,,1,68.42674079997232,68.42677109997021,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,4,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,65.72576599998865,67.22532440000214,67.2417949999799,68.47700379998423,,,,60.16724088242566,64.96781269996427,65.72576599998865,,,64.94553480000468,65.71121929999208,,,ball\ball_04.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,65.72576599998865,,,,,,,None,,3,,,2025.2.4,,,1,65.71492399997078,67.2276162999915,,,None,None,65.72593016666748,66.50875079998514,,,1,0,2026-08-08_12:54:58.249389,1,2,localizer,,None,,,None,,1,1,0,1,,,,,,,,ball,Ballon,Ball,
70.74299509997945,71.8088107999647,1.06,,,1,71.8088754999917,71.80890529998578,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,21,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,69.25746049999725,70.75728399999207,70.75728399999207,71.85907139995834,,,,60.16724088242566,68.47700379998423,69.25746049999725,,,68.4648338999832,69.22739640000509,,,hand\hand_21.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,69.25746049999725,,,,,,,None,,3,,,2025.2.4,,,1,69.24797679996118,70.74293419998139,,,None,None,69.2584804333242,69.74187629995868,,,2,0,2026-08-08_12:55:01.758580,2,3,localizer,,None,,,None,,2,2,0,2,,,,,,,,hand,Main,Hand,
74.1251013999572,75.10850289999507,0.98,,,1,75.10856979998061,75.10860249999678,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,24,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,72.63939369999571,74.13940089999232,74.13940089999232,75.14159009995637,,,,60.16724088242566,71.85907139995834,72.63939369999571,,,71.84346479998203,72.60965719999513,,,chair\chair_24.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,72.63939369999571,,,,,,,None,,3,,,2025.2.4,,,1,72.63042279996444,74.125033099961,,,None,None,72.64051153331141,73.20636289997492,,,3,0,2026-08-08_12:55:05.140648,3,4,localizer,,None,,,None,,3,3,0,3,,,,,,,,chair,Chaise,Stuhl,
77.32423669996206,79.24008550000144,0.91,,,1,79.24015279999003,79.24018459999934,,,hammer,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-08_12h53.50.844,17,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,75.90570549998665,,77.33858280000277,79.29020729998592,,,,60.16724088242566,75.14159009995637,75.90570549998665,,,75.13235979998717,75.89134229999036,,,hammer\hammer_17.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0.16618820000439882,r,1.0429004000034183,75.90570549998665,,,,,,,left,,3,,,2025.2.4,,,1,75.89401399996132,77.32417089998489,,,None,None,75.90575826663213,76.67210019996855,,,4,0,2026-08-08_12:55:08.423167,4,5,localizer,,None,,0.16618820000439882,r,1.0429004000034183,4,4,0,4,,,,,,,,ball,Ballon,Ball,
81.55655119998846,82.78889739996521,1.23,,,1,82.78896239999449,82.78899460000684,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,36,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,80.08699350000825,,81.5706583999563,82.86799890000839,,,,60.16724088242566,79.29020729998592,80.08699350000825,,,79.27153329999419,80.04005559999496,,,jacket\jacket_36.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,80.08699350000825,,,,,,,None,,3,,,2025.2.4,,,1,80.0679854999762,81.55648079997627,,,None,None,80.07123393333362,80.62083550001262,,,5,0,2026-08-08_12:55:12.571784,5,6,localizer,,None,,,None,,5,5,0,5,,,,,,,,jacket,Veste,Jacke,
85.12230829999316,86.32189819996711,1.2,,,1,86.32196769997245,86.3220020000008,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,48,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,83.62013170000864,85.11970420001308,85.13670909998473,86.3731751999585,,,,60.16724088242566,82.86799890000839,83.62013170000864,,,82.83822589996271,83.60597779997624,,,bicycle\bicycle_48.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,83.62013170000864,,,,,,,None,,3,,,2025.2.4,,,1,83.60834589996375,85.12223300000187,,,None,None,83.62012976664506,84.33669199998258,,,6,0,2026-08-08_12:55:16.149575,6,7,localizer,,None,,,None,,6,6,0,6,,,,,,,,bicycle,Vélo,Fahrrad,
88.6372102999594,89.47005810000701,0.83,,,1,89.4701642,89.47019540000474,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,13,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,87.13577729999088,88.63489129999653,88.65144459996372,89.56174599996302,,,,60.16724088242566,86.3731751999585,87.13577729999088,,,86.34614769998007,87.12178019998828,,,hammer\hammer_13.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,87.13577729999088,,,,,,,None,,3,,,2025.2.4,,,1,87.12685910001164,88.63714359997539,,,None,None,87.13580726663737,87.65200850000838,,,7,0,2026-08-08_12:55:19.654752,7,8,localizer,,None,,,None,,7,7,0,7,,,,,,,,hammer,Marteau,Hammer,
91.8195965999621,92.80289289995562,0.97,,,1,92.80295799998567,92.80298899998888,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,25,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,90.31777550000697,91.81725349999033,91.83391779998783,92.88803009997355,,,,60.16724088242566,89.56174599996302,90.31777550000697,,,89.53034850000404,90.30314299999736,,,flower\flower_25.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,90.31777550000697,,,,,,,None,,3,,,2025.2.4,,,1,90.30680610000854,91.81953169999178,,,None,None,90.31768246664821,91.21748910000315,,,8,0,2026-08-08_12:55:22.843322,8,9,localizer,,None,,,None,,8,8,0,8,,,,,,,,flower,Fleur,Blume,
95.1523589999997,96.11871959996643,0.96,,,1,96.11881069996161,96.11887319997186,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,42,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,93.65022439998575,95.14969459996792,95.16645219997736,96.16962910001166,,,,60.16724088242566,92.88803009997355,93.65022439998575,,,92.86325629998464,93.63530049996916,,,bread\bread_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,93.65022439998575,,,,,,,None,,3,,,2025.2.4,,,1,93.64315259997966,95.15228290000232,,,None,None,93.65007426665785,94.56637179997051,,,9,0,2026-08-08_12:55:26.169606,9,10,localizer,,None,,,None,,9,9,0,9,,,,,,,,bread,Pain,Brot,
98.4339028999675,99.66680279996945,1.22,,,1,99.66686549998121,99.66689499997301,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,13,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,96.93251809995854,98.4317233999609,98.44851650000783,99.71678809996229,,,,60.16724088242566,96.16962910001166,96.93251809995854,,,96.14526009996189,96.91806489997543,,,chair\chair_13.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,96.93251809995854,,,,,,,None,,3,,,2025.2.4,,,1,96.92184919997817,98.43383509997511,,,None,None,96.9324798666678,97.49878480000189,,,10,0,2026-08-08_12:55:29.451205,10,11,localizer,,None,,,None,,10,10,0,10,,,,,,,,chair,Chaise,Stuhl,
101.96692039998015,102.7825412999955,0.81,,,1,102.78260999999475,102.78264160000253,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,35,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,100.48142089997418,101.98094599996693,101.98094599996693,102.83288599998923,,,,60.16724088242566,99.71678809996229,100.48142089997418,,,99.69427979999455,100.46650589996716,,,dog\dog_35.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,100.48142089997418,,,,,,,None,,3,,,2025.2.4,,,1,100.47022969997488,101.96685719996458,,,None,None,100.48120526667141,100.9644271999714,,,11,0,2026-08-08_12:55:32.998364,11,12,localizer,,None,,,None,,11,11,0,11,,,,,,,,dog,Chien,Hund,
105.09957009996288,106.2981481999741,1.19,,,1,106.29821589996573,106.29824819997884,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,38,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,103.61309539998183,105.11338080000132,105.11338080000132,106.33166450000135,,,,60.16724088242566,102.83288599998923,103.61309539998183,,,102.80971140001202,103.58300519996556,,,house\house_38.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,103.61309539998183,,,,,,,None,,3,,,2025.2.4,,,1,103.60248529998353,105.09950349997962,,,None,None,103.61408363330023,104.1470801999676,,,12,0,2026-08-08_12:55:36.114462,12,13,localizer,,None,,,None,,12,12,0,12,,,,,,,,house,Maison,Haus,
108.59822799998801,109.4807473999681,0.87,,,1,109.48081280000042,109.48084370000288,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_12h53.50.844,29,TSRlearn_localizer-concepts,2026-08-08 12h53.53.296918 +0200,,107.09599050000543,108.59550619998481,108.61216309998417,109.51407009997638,,,,60.16724088242566,106.33166450000135,107.09599050000543,,,106.3215976000065,107.08179199998267,,,ball\ball_29.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,107.09599050000543,,,,,,,None,,3,,,2025.2.4,,,1,107.08448670001235,108.59815929998877,,,None,None,107.09627676662446,107.87887929996941,,,13,0,2026-08-08_12:55:39.613241,13,14,localizer,,None,,,None,,13,13,0,13,,,,,,,,ball,Ballon,Ball,
