ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,0.99,26.694791500005522,27.69188199999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,26.70622839999851,27.743448100009118,25.222663200009265,61.08157138218501,,,24.443416299996898,25.222663200009265,,,24.42416530000628,25.19251940000686,banana.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,25.222663200009265,,1,right,,0,,,2025.2.4,,,,,25.20429619999777,26.6947388999979,,,25.206722266670354,25.87317299999995,5,0,2026-08-06_14:53:43.038726,5,,,,,,,,,,,,None,5,5,0,5,banana,banane,Banane,
,,0.79,29.997004300006665,30.79511240001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,30.006877699997858,30.841985400009435,28.522677900007693,61.08157138218501,,,27.743448100009118,28.522677900007693,,,27.727583300002152,28.4943237999978,glasses.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,28.522677900007693,,1,left,,0,,,2025.2.4,,,,,28.50510690000374,29.996863499996834,,,28.507846166674668,29.041639800008852,6,0,2026-08-06_14:53:46.338757,6,,,,,,,,,,,,None,6,6,0,6,glasses,lunettes,Brille,
,,0.77,33.10983909999777,33.8961946000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,33.12283930000558,33.96068319999904,31.6222989000089,61.08157138218501,,,30.841985400009435,31.6222989000089,,,30.831171099998755,31.59576530000777,basket.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,31.6222989000089,33.12283930000558,1,right,,0,,,2025.2.4,,,,,31.603585500008194,33.109792600007495,,,31.608481266670665,32.10662430000957,7,0,2026-08-06_14:53:49.437295,7,,,,,,,,,,,,None,7,7,0,7,basket,panier,Korb,
,,1.23,36.41280390000611,37.645464800007176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,36.42491450000671,37.71193200000562,34.73987580000539,61.08157138218501,,,33.96068319999904,34.73987580000539,,,33.94486030000553,34.70929040000192,bear.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,34.73987580000539,36.24239450000459,0,right,,0,,,2025.2.4,,,,,34.71863230000599,36.412719100000686,,,34.72331006666742,35.28987280000001,8,0,2026-08-06_14:53:52.555992,8,,,,,,,,,,,,None,8,8,0,8,milk,lait,Milch,
,,1.1,39.95994500000961,41.05944180001097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,39.97317959999782,41.14416599999822,38.489908600007766,61.08157138218501,,,37.71193200000562,38.489908600007766,,,37.697307800001,38.45892889999959,belt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,38.489908600007766,,1,left,,0,,,2025.2.4,,,,,38.467244100000244,39.959895000007236,,,38.473127866677046,39.0753204000066,9,0,2026-08-06_14:53:56.307241,9,,,,,,,,,,,,None,9,9,0,9,belt,ceinture,Gürtel,
,,1.25,43.411615200006054,44.66151060000993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,43.42325150000397,44.82247250000364,41.92373840000073,61.08157138218501,,,41.14416599999822,41.92373840000073,,,41.105581000010716,41.89328860001115,bike.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,41.92373840000073,43.42325150000397,1,left,,0,,,2025.2.4,,,,,41.902370700001484,43.411546000003,,,41.90683156667025,42.62377679999918,10,0,2026-08-06_14:53:59.739475,10,,,,,,,,,,,,None,10,10,0,10,bicycle,vélo,Fahrrad,
,,,,,,,,,,,,,,,,,,,,,,,,,0.15645490000315476,r,0.4338312999898335,45.17530160000024,,,,,,,,,,,,,,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,,,,61.08157138218501,,,,,,,,,,,,,,,44.82247250000364,,,,,,,,,,44.816301400001976,45.776848100009374,,,,,,,,,,,,,,,0,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15646050000214018,r,0.039022400000249036,46.29247339999711,,,,,,,,,,2026-08-06_14h53.16.749,,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,,,,,,,,61.08157138218501,,,,,,,,,,,,,,,,45.80557540000882,,,,,,,,,,,45.79337189999933,46.493360300009954,,,,,,,,,,,,,0,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.12938700000814,50.11006279999856,0.97,,,1,50.11818650001078,50.118246400001226,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,47,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,47.67315709999821,,49.14037530000496,50.228914699997404,,,,61.08157138218501,46.877384899999015,47.67315709999821,,,46.83831620001001,47.62628720000794,,,hammer\hammer_47.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,47.67315709999821,,,,,None,,0,,,2025.2.4,,,47.65122220000194,49.12928920000559,,,47.65705773334096,48.17448549999972,,,0,0,2026-08-06_14:54:05.472694,0,1,,None,,,None,,0,0,0,0,,,,,,hammer,Marteau,Hammer,
52.4939721999981,53.277364900000975,0.77,,,1,53.27743410000403,53.277471599998535,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,50,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,50.99024480000662,52.49055750000116,52.50710960000288,53.36347399999795,,,,61.08157138218501,50.228914699997404,50.99024480000662,,,50.21060900000157,50.9780952000001,,,hand\hand_50.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,50.99024480000662,,,,,None,,0,,,2025.2.4,,,50.98324380000122,52.493886099997326,,,50.99145136667745,51.49165690000518,,,1,0,2026-08-06_14:54:08.824224,1,2,,None,,,None,,1,1,0,1,,,,,,hand,Main,Hand,
55.6118981000036,56.682968499997514,1.06,,,1,56.683067100006156,56.68311470000481,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,37,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,54.12400599999819,55.63035099999979,55.63035099999979,56.79173759999685,,,,61.08157138218501,53.36347399999795,54.12400599999819,,,53.31910370000696,54.11076870000397,,,hammer\hammer_37.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,54.12400599999819,,,,,None,,0,,,2025.2.4,,,54.114891300007,55.61176910001086,,,54.12465116667251,54.64156460000959,,,2,0,2026-08-06_14:54:11.958783,2,3,,None,,,None,,2,2,0,2,,,,,,hammer,Marteau,Hammer,
59.061318799998844,60.24544169999717,1.17,,,1,60.24560010001005,60.24567640000896,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,45,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,57.57498980000673,,59.075369400001364,60.33371360000456,,,,61.08157138218501,56.79173759999685,57.57498980000673,,,56.7628362000105,57.54522450000513,,,jacket\jacket_45.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,57.57498980000673,,,,,None,,0,,,2025.2.4,,,57.557829199999105,59.06113220000407,,,57.55904656666486,58.109278300005826,,,3,0,2026-08-06_14:54:15.387047,3,4,,None,,,None,,3,3,0,3,,,,,,jacket,Veste,Jacke,
62.579723300004844,63.39702590000525,0.81,,,1,63.397125900009996,63.39719830000831,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,24,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,61.1064730000071,,62.5909546000039,63.46417449999717,,,,61.08157138218501,60.33371360000456,61.1064730000071,,,60.31023119999736,61.07646290000412,,,house\house_24.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,61.1064730000071,,,,,None,,0,,,2025.2.4,,,61.08686419999867,62.57961549999891,,,61.09064706667074,61.640784700008226,,,4,0,2026-08-06_14:54:18.929023,4,5,,None,,,None,,4,4,0,4,,,,,,house,Maison,Haus,
65.72905690000334,66.91134150000289,1.18,,,1,66.91151320000063,66.91159080000944,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,32,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,64.2264598000038,65.72585309999704,65.74517290000222,66.97854480000387,,,,61.08157138218501,63.46417449999717,64.2264598000038,,,63.445026600005804,64.21336550000706,,,bread\bread_32.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,64.2264598000038,,,,,None,,0,,,2025.2.4,,,64.21763250000367,65.72897520000697,,,64.22713366666382,65.14338419999694,,,5,0,2026-08-06_14:54:22.059484,5,6,,None,,,None,,5,5,0,5,,,,,,bread,Pain,Brot,
69.24372920001042,70.47689740000351,1.22,,,1,70.47701899999811,70.47707510000328,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,19,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,67.75770630000625,69.25834580000082,69.25834580000082,70.54322020000836,,,,61.08157138218501,66.97854480000387,67.75770630000625,,,66.96140060000471,67.73069870000472,,,jacket\jacket_19.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,67.75770630000625,,,,,None,,0,,,2025.2.4,,,67.73787949999678,69.2436572000006,,,67.74421306666433,68.29237409999769,,,6,0,2026-08-06_14:54:25.573854,6,7,,None,,,None,,6,6,0,6,,,,,,jacket,Veste,Jacke,
72.80982680000307,73.91153910000867,1.09,,,1,73.91162710000935,73.91166870000598,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,28,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,71.30785399999877,72.80699130000721,72.82320590000018,73.99653970000509,,,,61.08157138218501,70.54322020000836,71.30785399999877,,,70.52179969999997,71.294954099998,,,bread\bread_28.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,71.30785399999877,,,,,None,,0,,,2025.2.4,,,71.29889740000363,72.80974500000593,,,71.30829316667611,72.22460500001034,,,7,0,2026-08-06_14:54:29.138530,7,8,,None,,,None,,7,7,0,7,,,,,,bread,Pain,Brot,
76.47701250000682,77.67453080000996,1.19,,,1,77.67459999999846,77.6746364999999,,,jacket,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-06_14h53.16.749,48,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,74.7738137999986,76.48999640000693,76.48999640000693,77.74423850000312,,,,61.08157138218501,73.99653970000509,74.7738137999986,,,73.97696610000276,74.74469240001054,,,jacket\jacket_48.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,74.7738137999986,,,,,right,,0,,,2025.2.4,,,74.75410900000134,76.47691280000436,,,74.75838406666686,75.32324870000593,,,8,0,2026-08-06_14:54:32.591849,8,9,,None,,,None,,8,8,0,8,,,,,,chair,Chaise,Stuhl,
80.00810040000943,81.14146630000323,1.12,,,1,81.14153770000848,81.1415757000068,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,10,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,78.52129530000093,80.02101850000327,80.02101850000327,81.23142240000016,,,,61.08157138218501,77.74423850000312,78.52129530000093,,,77.72107929999765,78.4953494000074,,,dog\dog_10.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,78.52129530000093,,,,,None,,0,,,2025.2.4,,,78.50696140000946,80.00797230000899,,,78.50854676666883,79.00460800000292,,,9,0,2026-08-06_14:54:36.339548,9,10,,None,,,None,,9,9,0,9,,,,,,dog,Chien,Hund,
83.47597680000763,84.65597449999768,1.17,,,1,84.65604940000048,84.65609270001005,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,45,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,82.00468690000707,,83.48665770000662,84.70982699999877,,,,61.08157138218501,81.23142240000016,82.00468690000707,,,81.20685600000434,81.9731133000023,,,flower\flower_45.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,82.00468690000707,,,,,None,,0,,,2025.2.4,,,81.98169510001026,83.4758800999989,,,81.98733506666419,82.8866551000101,,,10,0,2026-08-06_14:54:39.826732,10,11,,None,,,None,,10,10,0,10,,,,,,flower,Fleur,Blume,
86.97250220000569,87.73818800000299,0.76,,,1,87.7382612000074,87.73829660000047,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,39,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,85.48516370001016,86.98637600000075,86.98637600000075,87.81261180000729,,,,61.08157138218501,84.70982699999877,85.48516370001016,,,84.68221790000098,85.4582214000111,,,house\house_39.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,85.48516370001016,,,,,None,,0,,,2025.2.4,,,85.46616900000663,86.97233160000178,,,85.47200706667014,86.01902680000057,,,11,0,2026-08-06_14:54:43.305136,11,12,,None,,,None,,11,11,0,11,,,,,,house,Maison,Haus,
90.27147780000814,91.43622299999697,1.15,,,1,91.4362919999985,91.43632960000832,,,hammer,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-06_14h53.16.749,42,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,88.56870070000878,90.28658090000681,90.28658090000681,91.49048839999887,,,,61.08157138218501,87.81261180000729,88.56870070000878,,,87.79172360000666,88.55464070000744,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,88.56870070000878,,,,,left,,0,,,2025.2.4,,,88.55805960000725,90.2714055999968,,,88.5683713666697,89.4702457000094,,,12,0,2026-08-06_14:54:46.407921,12,13,,None,,,None,,12,12,0,12,,,,,,flower,Fleur,Blume,
93.73751289999927,94.7364091000054,0.99,,,1,94.73647620000702,94.73651300001075,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,15,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,92.25032740000461,93.75175589999708,93.75175589999708,94.77076349999697,,,,61.08157138218501,91.49048839999887,92.25032740000461,,,91.46507810000912,92.2365976000001,,,dog\dog_15.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,92.25032740000461,,,,,None,,0,,,2025.2.4,,,92.24044239999785,93.73737190000247,,,92.2505947666689,92.7502480000112,,,13,0,2026-08-06_14:54:50.085798,13,14,,None,,,None,,13,13,0,13,,,,,,dog,Chien,Hund,
97.02088530000765,97.95214300000225,0.92,,,1,97.95223180000903,97.95226869999897,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,40,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,95.5339612000098,97.03305870000622,97.03305870000622,98.03915160000906,,,,61.08157138218501,94.77076349999697,95.5339612000098,,,94.75802180000755,95.51907249999931,,,chair\chair_40.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,95.5339612000098,,,,,None,,0,,,2025.2.4,,,95.52373120000993,97.02075180000975,,,95.53327636667042,96.09987879999971,,,14,0,2026-08-06_14:54:53.366073,14,15,,None,,,None,,14,14,0,14,,,,,,chair,Chaise,Stuhl,
100.30066980000993,101.20023699999729,0.9,,,1,101.20030810000026,101.2003451000055,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_14h53.16.749,36,TSRlearn_localizer-concepts,2026-08-06 14h53.18.621633 +0200,,98.83116780000273,,100.3143887000042,101.23734920000425,,,,61.08157138218501,98.03915160000906,98.83116780000273,,,98.01376129999699,98.78557420001016,,,ball\ball_36.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,98.83116780000273,,,,,None,,0,,,2025.2.4,,,98.81992200000968,100.30059060000349,,,98.83262150000955,99.61454730000696,,,15,0,2026-08-06_14:54:56.634461,15,16,,None,,,None,,15,15,0,15,,,,,,ball,Ballon,Ball,
