ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
242.49272739997832,243.6105896999943,1.11,,,2,243.61065809999127,243.6106936999713,,,rose,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,1,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,241.00564300001133,242.5076015999657,242.5076015999657,243.64325769996503,,,,60.03925365539914,240.24038609996205,241.00564300001133,,,240.22624930000165,240.99169910000637,,,rose\rose_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,241.00564300001133,,,,,None,,3,,,2025.2.4,,,1,240.9952689000056,242.49266469996655,,,None,None,241.00572616665548,241.92320419999305,,,54,0,2026-08-08_20:33:00.550503,54,5,localizer,,None,,None,54,54,0,54,,,,,,rose,,Rose,
245.88065199996345,247.0809440999874,1.19,,,2,247.08101099997293,247.08104640000965,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,1,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,244.39263159997063,245.89401109999744,245.89401109999744,247.1133339999942,,,,60.03925365539914,243.64325769996503,244.39263159997063,,,243.62746369995875,244.37845640000887,,,chair\chair_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,244.39263159997063,,,,,None,,3,,,2025.2.4,,,1,244.38183079997543,245.88057909999043,,,None,None,244.3924805666359,245.30973049998283,,,55,0,2026-08-08_20:33:03.953375,55,6,localizer,,None,,None,55,55,0,55,,,,,,chair,,Stuhl,
249.350119300012,250.23338449996663,0.88,,,2,250.23344529996393,250.2334766999702,,,rose,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,8,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,247.8629237000132,249.3643489999813,249.3643489999813,250.2863222999731,,,,60.03925365539914,247.1133339999942,247.8629237000132,,,247.10362780001014,247.84808500000509,,,rose\rose_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,247.8629237000132,,,,,None,,3,,,2025.2.4,,,1,247.85110129998066,249.35005239996826,,,None,None,247.8626294666358,248.79667619999964,,,56,0,2026-08-08_20:33:07.423451,56,7,localizer,,None,,None,56,56,0,56,,,,,,rose,,Rose,
252.53647200000705,253.57019429997308,1.02,,,2,253.5702565999818,253.57028929999797,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,2,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,251.04927199997474,252.55056840000907,252.55056840000907,253.60502329998417,,,,60.03925365539914,250.2863222999731,251.04927199997474,,,250.26698909996776,251.03465709998272,,,chair\chair_02.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,251.04927199997474,,,,,None,,3,,,2025.2.4,,,1,251.0375985999708,252.53640779998386,,,None,None,251.049177366662,251.966796099965,,,57,0,2026-08-08_20:33:10.596439,57,8,localizer,,None,,None,57,57,0,57,,,,,,chair,,Stuhl,
255.85713819996454,256.94058980001137,1.07,,,2,256.94065169995883,256.9406835999689,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,4,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,254.36937559995567,255.8708815999562,255.8708815999562,256.9733857999672,,,,60.03925365539914,253.60502329998417,254.36937559995567,,,253.58356589998584,254.35497599997325,,,car\car_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,254.36937559995567,,,,,None,,3,,,2025.2.4,,,1,254.35827699996298,255.85704139998415,,,None,None,254.3693449666646,255.32018039998366,,,58,0,2026-08-08_20:33:13.915140,58,9,localizer,,None,,None,58,58,0,58,,,,,,car,,Auto,
259.2109677999979,260.24431049998384,1.02,,,2,260.2443742000032,260.2444075999665,,,saw,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,6,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,257.7227894999669,259.22437119996175,259.22437119996175,260.2773312999634,,,,60.03925365539914,256.9733857999672,257.7227894999669,,,256.9515622999752,257.7086066000047,,,saw\saw_06.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,257.7227894999669,,,,,None,,3,,,2025.2.4,,,1,257.7115451999707,259.2108963999781,,,None,None,257.72276676667775,258.67365020001307,,,59,0,2026-08-08_20:33:17.283503,59,10,localizer,,None,,None,59,59,0,59,,,,,,saw,,Säge,
262.53044910001336,263.34708769997815,0.81,,,2,263.3471495999838,263.34718209999846,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,8,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,261.04260899999645,262.54450989997713,262.54450989997713,263.3817948999931,,,,60.03925365539914,260.2773312999634,261.04260899999645,,,260.26127439999254,261.0277580000111,,,car\car_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,261.04260899999645,,,,,None,,3,,,2025.2.4,,,1,261.03050839999923,262.5303754999768,,,None,None,261.0425425666656,261.99360409996007,,,60,0,2026-08-08_20:33:20.587448,60,11,localizer,,None,,None,60,60,0,60,,,,,,car,,Auto,
265.63355929998215,266.6169665000052,0.98,,,2,266.6170279000071,266.61706009996124,,,bag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,3,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,264.14578929997515,265.64740759995766,265.64740759995766,266.649179,,,,60.03925365539914,263.3817948999931,264.14578929997515,,,263.36854180000955,264.131799899973,,,bag\bag_03.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,264.14578929997515,,,,,None,,3,,,2025.2.4,,,1,264.13461079995614,265.6334930000012,,,None,None,264.1460051666402,265.04673389997333,,,61,0,2026-08-08_20:33:23.691912,61,12,localizer,,None,,None,61,61,0,61,,,,,,bag,,Tasche,
268.887929599965,270.05493209999986,1.16,,,2,270.0550180999562,270.0550576999667,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,10,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,267.39949499996146,268.9010997999576,268.9010997999576,270.10591099999147,,,,60.03925365539914,266.649179,267.39949499996146,,,266.627428399981,267.3856437999639,,,door\door_10.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,267.39949499996146,,,,,None,,3,,,2025.2.4,,,1,267.3884813999757,268.88784869998926,,,None,None,267.3998119666396,268.2167207999737,,,62,0,2026-08-08_20:33:26.959296,62,13,localizer,,None,,None,62,62,0,62,,,,,,door,,Tür,
272.35765069996705,273.4909530999721,1.13,,,2,273.4910151999793,273.49104850000003,,,rose,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,9,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,270.8694934999803,272.37141439999687,272.37141439999687,273.5240133999614,,,,60.03925365539914,270.10591099999147,270.8694934999803,,,270.08076360000996,270.8549385999795,,,rose\rose_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,270.8694934999803,,,,,None,,3,,,2025.2.4,,,1,270.85793200001353,272.35758209996857,,,None,None,270.86927026667786,271.80433239997365,,,63,0,2026-08-08_20:33:30.416028,63,14,localizer,,None,,None,63,63,0,63,,,,,,rose,,Rose,
275.7607776999939,276.71080229996005,0.95,,,2,276.71086829999695,276.71090169996023,,,bag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,7,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,274.27303709997796,275.7741298999754,275.7741298999754,276.76407299999846,,,,60.03925365539914,273.5240133999614,274.27303709997796,,,273.5061172999558,274.2584327000077,,,bag\bag_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,274.27303709997796,,,,,None,,3,,,2025.2.4,,,1,274.261019699974,275.76069849997293,,,None,None,274.27308976662266,275.1739086000016,,,64,0,2026-08-08_20:33:33.834130,64,15,localizer,,None,,None,64,64,0,64,,,,,,bag,,Tasche,
279.2298769999761,280.2475057999836,1.01,,,2,280.2475682999939,280.2475995999994,,,chair,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-08_20h28.59.015,8,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,277.52658889995655,279.2445418999996,279.2445418999996,280.28113969997503,,,,60.03925365539914,276.76407299999846,277.52658889995655,,,276.74393200001214,277.512952799967,,,chair\chair_08.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,277.52658889995655,,,,,left,,3,,,2025.2.4,,,1,277.5161812999868,279.2298174999887,,,None,None,277.5266548666443,278.4773290999583,,,65,0,2026-08-08_20:33:37.074190,65,16,localizer,,None,,None,65,65,0,65,,,,,,dress,,Kleid,
282.5334946999792,283.76795939996373,1.23,,,2,283.76802399998996,283.76805919996696,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,5,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,281.0463015999994,282.54780709999613,282.54780709999613,283.80095889995573,,,,60.03925365539914,280.28113969997503,281.0463015999994,,,280.2630347000086,281.032187099976,,,fish\fish_05.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,281.0463015999994,,,,,None,,3,,,2025.2.4,,,1,281.03527769999346,282.5334310999606,,,None,None,281.0466322666655,281.9313438999816,,,66,0,2026-08-08_20:33:40.591257,66,17,localizer,,None,,None,66,66,0,66,,,,,,fish,,Fisch,
286.0377845999901,287.2389725999674,1.2,,,2,287.23904099996435,287.23907640000107,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,9,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,284.5502735999762,286.05148719996214,286.05148719996214,287.27160269999877,,,,60.03925365539914,283.80095889995573,284.5502735999762,,,283.7842099000118,284.5362167999847,,,chair\chair_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,284.5502735999762,,,,,None,,3,,,2025.2.4,,,1,284.5395203999942,286.0377193999593,,,None,None,284.5503024666725,285.46791109995684,,,67,0,2026-08-08_20:33:44.111076,67,18,localizer,,None,,None,67,67,0,67,,,,,,chair,,Stuhl,
289.5245980999898,290.4579524999717,0.93,,,2,290.45801319996826,290.4580448999768,,,saw,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,3,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,288.036887699971,289.53862249996746,289.53862249996746,290.4911352999625,,,,60.03925365539914,287.27160269999877,288.036887699971,,,287.25471329997526,288.02228009997634,,,saw\saw_03.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,288.036887699971,,,,,None,,3,,,2025.2.4,,,1,288.0249851999688,289.5245311000035,,,None,None,288.0367832666418,288.98762939998414,,,68,0,2026-08-08_20:33:47.581720,68,19,localizer,,None,,None,68,68,0,68,,,,,,saw,,Säge,
292.7438461999991,293.5278195999563,0.77,,,2,293.5278826999711,293.52791489998344,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,9,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,291.2568466999801,292.7581624999875,292.7581624999875,293.56007559999125,,,,60.03925365539914,290.4911352999625,291.2568466999801,,,290.47247789998073,291.2422445999691,,,ball\ball_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,291.2568466999801,,,,,None,,3,,,2025.2.4,,,1,291.2448938000016,292.74378339998657,,,None,None,291.25682726665787,292.04193629999645,,,69,0,2026-08-08_20:33:50.801252,69,20,localizer,,None,,None,69,69,0,69,,,,,,ball,,Ball,
295.7978074999992,296.88215570000466,1.08,,,2,296.8822242000024,296.8822592999786,,,saw,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,9,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,294.3102238999563,295.81156269996427,295.81156269996427,296.93374700000277,,,,60.03925365539914,293.56007559999125,294.3102238999563,,,293.5380821999861,294.2960679999669,,,saw\saw_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,294.3102238999563,,,,,None,,3,,,2025.2.4,,,1,294.29902619996574,295.7977413999615,,,None,None,294.31033066666373,295.26113569998415,,,70,0,2026-08-08_20:33:53.870193,70,21,localizer,,None,,None,70,70,0,70,,,,,,saw,,Säge,
299.1858443999663,300.0008557999972,0.81,,,2,300.00091649999376,300.0009482000023,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,9,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,297.696909899998,299.1985996000003,299.1985996000003,300.0346377000096,,,,60.03925365539914,296.93374700000277,297.696909899998,,,296.9232447000104,297.68201539997244,,,fish\fish_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,297.696909899998,,,,,None,,3,,,2025.2.4,,,1,297.6845975999604,299.1857744999579,,,None,None,297.6967390666289,298.5809522999916,,,71,0,2026-08-08_20:33:57.243864,71,22,localizer,,None,,None,71,71,0,71,,,,,,fish,,Fisch,
302.2871051999973,303.321251699992,1.03,,,2,303.3213148000068,303.321347399964,,,dress,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,10,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,300.7998634999967,302.3013449999853,302.3013449999853,303.3547288000118,,,,60.03925365539914,300.0346377000096,300.7998634999967,,,300.0188631999772,300.7852023000014,,,dress\dress_10.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,300.7998634999967,,,,,None,,3,,,2025.2.4,,,1,300.78790170000866,302.28704019996803,,,None,None,300.79984466667906,301.7349426999572,,,72,0,2026-08-08_20:34:00.344755,72,23,localizer,,None,,None,72,72,0,72,,,,,,dress,,Kleid,
305.608418799995,306.65910900000017,1.04,,,2,306.6591782000032,306.6592151999939,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,2,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,304.12007219996303,305.62179239996476,305.62179239996476,306.69230419996893,,,,60.03925365539914,303.3547288000118,304.12007219996303,,,303.3397622999619,304.1058304999606,,,book\book_02.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,304.12007219996303,,,,,None,,3,,,2025.2.4,,,1,304.1086875000037,305.60835130000487,,,None,None,304.1201743666354,305.0044622999849,,,73,0,2026-08-08_20:34:03.664846,73,24,localizer,,None,,None,73,73,0,73,,,,,,book,,Buch,
308.94549740001094,309.8278975999565,0.88,,,2,309.82796009996673,309.827993599989,,,dress,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,8,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,307.4568954000133,308.95861889998196,308.95861889998196,310.0382696999586,,,,60.03925365539914,306.69230419996893,307.4568954000133,,,306.6825130999787,307.4426312999567,,,dress\dress_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,307.4568954000133,,,,,None,,3,,,2025.2.4,,,1,307.44543139997404,308.9454229999683,,,None,None,307.4566999666315,308.4075943999924,,,74,0,2026-08-08_20:34:07.002421,74,25,localizer,,None,,None,74,74,0,74,,,,,,dress,,Kleid,
312.28117689996725,313.5336658000015,1.24,,,2,313.53374139999505,313.53377999999793,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,7,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,310.7934636999853,312.2951468999963,312.2951468999963,313.5852931999834,,,,60.03925365539914,310.0382696999586,310.7934636999853,,,309.99224299995694,310.7790926999878,,,ball\ball_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,310.7934636999853,,,,,None,,3,,,2025.2.4,,,1,310.7822288000025,312.28111119999085,,,None,None,310.7936514666692,311.57801749999635,,,75,0,2026-08-08_20:34:10.348387,75,26,localizer,,None,,None,75,75,0,75,,,,,,ball,,Ball,
315.8343908999814,316.96894910000265,1.12,,,2,316.9690167999943,316.9690523999743,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,9,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,314.3474235999747,315.84860669996124,315.84860669996124,317.0024078999995,,,,60.03925365539914,313.5852931999834,314.3474235999747,,,313.5621195999556,314.333671499975,,,door\door_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,314.3474235999747,,,,,None,,3,,,2025.2.4,,,1,314.3365965000121,315.8343274999643,,,None,None,314.3478455666375,315.16478499997174,,,76,0,2026-08-08_20:34:13.895410,76,27,localizer,,None,,None,76,76,0,76,,,,,,door,,Tür,
319.2546314999927,320.1555942000123,0.9,,,2,320.1556611999986,320.1556965999771,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,10,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,317.76750009995885,319.2686727999826,319.2686727999826,320.20869549998315,,,,60.03925365539914,317.0024078999995,317.76750009995885,,,316.98777249996783,317.75345179997385,,,book\book_10.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,317.76750009995885,,,,,None,,3,,,2025.2.4,,,1,317.7563250999665,319.25456869998015,,,None,None,317.76764466666305,318.6346840999904,,,77,0,2026-08-08_20:34:17.312525,77,28,localizer,,None,,None,77,77,0,77,,,,,,book,,Buch,
322.4586352999904,323.458602299972,0.99,,,2,323.45867429999635,323.45870889996877,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,4,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,320.97064269997645,322.4723735000007,322.4723735000007,323.4920648999978,,,,60.03925365539914,320.20869549998315,320.97064269997645,,,320.18803439999465,320.9559199999785,,,ball\ball_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,320.97064269997645,,,,,None,,3,,,2025.2.4,,,1,320.95922049996443,322.4585683000041,,,None,None,320.9705702666581,321.7378313000081,,,78,0,2026-08-08_20:34:20.518812,78,29,localizer,,None,,None,78,78,0,78,,,,,,ball,,Ball,
325.9608414999675,327.1456632000045,1.18,,,2,327.1457262999611,327.145758699975,,,saw,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-08_20h28.59.015,7,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,324.25723200000357,325.97546950000105,325.97546950000105,327.1791833000025,,,,60.03925365539914,323.4920648999978,324.25723200000357,,,323.4748326999834,324.24285489995964,,,saw\saw_07.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,324.25723200000357,,,,,right,,3,,,2025.2.4,,,1,324.24590709997574,325.9607808999717,,,None,None,324.2572933666563,325.12494909996167,,,79,0,2026-08-08_20:34:23.802182,79,30,localizer,,None,,None,79,79,0,79,,,,,,fish,,Fisch,
329.4318992999615,330.48264120001113,1.05,,,2,330.4827058999799,330.482740300009,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,7,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,327.9443717999966,329.4459378999891,329.4459378999891,330.51814979995834,,,,60.03925365539914,327.1791833000025,327.9443717999966,,,327.1671436000033,327.9303958999808,,,car\car_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,327.9443717999966,,,,,None,,3,,,2025.2.4,,,1,327.93379589996766,329.4318221999565,,,None,None,327.94453656668,328.89560739998706,,,80,0,2026-08-08_20:34:27.489300,80,31,localizer,,None,,None,80,80,0,80,,,,,,car,,Auto,
332.76829129998805,333.91919139999663,1.15,,,2,333.91926539997803,333.91930389998015,,,dress,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,4,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,331.28128509997623,332.7824666000088,332.7824666000088,333.972167800006,,,,60.03925365539914,330.51814979995834,331.28128509997623,,,330.5019085999811,331.2671010000049,,,dress\dress_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,331.28128509997623,,,,,None,,3,,,2025.2.4,,,1,331.270223599975,332.76822759996867,,,None,None,331.2813173666402,332.2325184000074,,,81,0,2026-08-08_20:34:30.828267,81,32,localizer,,None,,None,81,81,0,81,,,,,,dress,,Kleid,
336.2219653999782,337.35881010000594,1.13,,,2,337.3588994999882,337.3589390999987,,,bag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,4,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,334.7347780999844,336.23615000001155,336.23615000001155,337.389077299973,,,,60.03925365539914,333.972167800006,334.7347780999844,,,333.9485169000109,334.72086569998646,,,bag\bag_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,334.7347780999844,,,,,None,,3,,,2025.2.4,,,1,334.7238905999693,336.2218995000003,,,None,None,334.7349303666308,335.63531789998524,,,82,0,2026-08-08_20:34:34.282285,82,33,localizer,,None,,None,82,82,0,82,,,,,,bag,,Tasche,
339.64256219996605,340.47597059997497,0.82,,,2,340.47603429999435,340.47606819996145,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,6,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,338.1547723999829,339.6563686999725,339.6563686999725,340.5093344000052,,,,60.03925365539914,337.389077299973,338.1547723999829,,,337.3773392000003,338.1402137000114,,,fish\fish_06.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,338.1547723999829,,,,,None,,3,,,2025.2.4,,,1,338.143009899999,339.6424949999782,,,None,None,338.15484696667795,339.02218019997235,,,83,0,2026-08-08_20:34:37.699194,83,34,localizer,,None,,None,83,83,0,83,,,,,,fish,,Fisch,
342.9617971999687,344.21290889999364,1.25,,,2,344.2129714000039,344.2130036999588,,,rose,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-08_20h28.59.015,6,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,341.27458510000724,342.97631629998796,342.97631629998796,344.26383319997694,,,,60.03925365539914,340.5093344000052,341.27458510000724,,,340.49916339997435,341.26009479997447,,,rose\rose_06.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,341.27458510000724,,,,,left,,3,,,2025.2.4,,,1,341.26277480000863,342.9617353999638,,,None,None,341.27467066666964,342.17605329997605,,,84,0,2026-08-08_20:34:40.819451,84,35,localizer,,None,,None,84,84,0,84,,,,,,bag,,Tasche,
346.5153533999692,347.76652189996094,1.24,,,2,347.7665824999567,347.766614299966,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,5,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,345.02837209997233,346.52974849997554,346.52974849997554,347.7819112999714,,,,60.03925365539914,344.26383319997694,345.02837209997233,,,344.2416192999808,345.01349219999975,,,ball\ball_05.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,345.02837209997233,,,,,None,,3,,,2025.2.4,,,1,345.0160425999784,346.5152919999673,,,None,None,345.0282326666677,345.813556100009,,,85,0,2026-08-08_20:34:44.573950,85,36,localizer,,None,,None,85,85,0,85,,,,,,ball,,Ball,
350.0192823999678,351.2366287999903,1.21,,,2,351.23669200000586,351.23672489996534,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-08_20h28.59.015,7,TSRlearn_localizer-concepts,2026-08-08 20h29.00.336696 +0200,,348.5322025999776,350.0333735999884,350.0333735999884,351.2907399999676,,,,60.03925365539914,347.7819112999714,348.5322025999776,,,347.77334499999415,348.5179355999571,,,book\book_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,348.5322025999776,,,,,None,,3,,,2025.2.4,,,1,348.52051969995955,350.019217699999,,,None,None,348.53212196665504,349.3997837000061,,,86,0,2026-08-08_20:34:48.092028,86,37,localizer,,None,,None,86,86,0,86,,,,,,book,,Buch,
