ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
72.63393080001697,73.83480549999513,1.2,,,1,73.84308339993004,73.84313719999045,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,71.13243819994386,72.64805209997576,73.90135649999138,,,,59.89139294377662,70.36900279996917,71.13243819994386,,,70.3493759999983,71.11903980001807,,,car\car_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,71.13243819994386,,,,,None,,4,,,2025.2.4,,,1,71.12381110002752,72.63385959994048,,,None,None,71.1323578666818,72.08215109992307,,,0,0,2026-08-11_22:40:50.434470,0,1,localizer,,None,,None,0,0,0,0,,,,,,car,,Auto,
76.382605999941,77.49929940002039,1.11,,,1,77.4994110999396,77.49946479999926,,,bag,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-11_22h39.38.819,3,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,74.6802118999185,76.39691060001496,77.55141289997846,,,,59.89139294377662,73.90135649999138,74.6802118999185,,,73.87962509994395,74.65054209996015,,,bag\bag_03.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,74.6802118999185,,,,,right,,4,,,2025.2.4,,,1,74.66600670001935,76.38252440001816,,,None,None,74.68101693329712,75.61337609996554,,,1,0,2026-08-11_22:40:53.966824,1,2,localizer,,None,,None,1,1,0,1,,,,,,dress,,Kleid,
79.79896649997681,80.69787479995284,0.9,,,1,80.69795750000048,80.69800109998323,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,78.32883599994238,79.812514499994,80.74848329997621,,,,59.89139294377662,77.55141289997846,78.32883599994238,,,77.53170529997442,78.29790939996019,,,ball\ball_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,78.32883599994238,,,,,None,,4,,,2025.2.4,,,1,78.31214239995461,79.79889420000836,,,None,None,78.3123229665837,79.09577799995895,,,2,0,2026-08-11_22:40:57.616880,2,3,localizer,,None,,None,2,2,0,2,,,,,,ball,,Ball,
83.01397760002874,83.89768950000871,0.87,,,1,83.89775399991777,83.89778719993774,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,81.51199309993535,83.02810479991604,83.9284663000144,,,,59.89139294377662,80.74848329997621,81.51199309993535,,,80.72622990002856,81.49801959993783,,,car\car_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,81.51199309993535,,,,,None,,4,,,2025.2.4,,,1,81.50159539992455,83.01388320000842,,,None,None,81.51168516668646,82.461741099949,,,3,0,2026-08-11_22:41:00.813951,3,4,localizer,,None,,None,3,3,0,3,,,,,,car,,Auto,
86.16383540001698,87.34693020000122,1.18,,,1,87.34701549995225,87.3470727999229,,,tree,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,84.69372789992485,86.17695029999595,87.39689149998594,,,,59.89139294377662,83.9284663000144,84.69372789992485,,,83.90885140001774,84.66342779994011,,,tree\tree_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,84.69372789992485,,,,,None,,4,,,2025.2.4,,,1,84.68136859999504,86.1637422000058,,,None,None,84.69447173330312,85.51058929995634,,,4,0,2026-08-11_22:41:03.993934,4,5,localizer,,None,,None,4,4,0,4,,,,,,tree,,Baum,
89.64601979998406,90.82836919999681,1.17,,,1,90.82844559999648,90.8284792000195,,,saw,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,88.17592810001224,89.6596894999966,90.87770900002215,,,,59.89139294377662,87.39689149998594,88.17592810001224,,,87.38761380000506,88.14516249997541,,,saw\saw_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,88.17592810001224,,,,,None,,4,,,2025.2.4,,,1,88.17011900001671,89.64594640000723,,,None,None,88.17622653325864,89.12654670001939,,,5,0,2026-08-11_22:41:07.462359,5,6,localizer,,None,,None,5,5,0,5,,,,,,saw,,Säge,
93.14381109992974,93.91086689999793,0.75,,,1,93.91092990001198,93.91096619993914,,,bag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,91.65833419992123,93.16160599992145,94.14135920000263,,,,59.89139294377662,90.87770900002215,91.65833419992123,,,90.85795989993494,91.6283879999537,,,bag\bag_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,91.65833419992123,,,,,None,,4,,,2025.2.4,,,1,91.6491507999599,93.1437058999436,,,None,None,91.65904083324907,92.55824879999273,,,6,0,2026-08-11_22:41:10.943177,6,7,localizer,,None,,None,6,6,0,6,,,,,,bag,,Tasche,
96.39281879994087,97.30959979991894,0.91,,,1,97.30966399994213,97.30969789996743,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,7,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,94.89087709994055,96.4070924000116,97.34322279994376,,,,59.89139294377662,94.14135920000263,94.89087709994055,,,94.11043489992153,94.87737609993201,,,ball\ball_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,94.89087709994055,,,,,None,,4,,,2025.2.4,,,1,94.88101429992821,96.39274899999145,,,None,None,94.89169596665694,95.67405939998571,,,7,0,2026-08-11_22:41:14.206827,7,8,localizer,,None,,None,7,7,0,7,,,,,,ball,,Ball,
99.61096880002879,100.75907119992189,1.14,,,1,100.75913659995422,100.75916989997495,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,8,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,98.10671409999486,99.62308709998615,100.79112940002233,,,,59.89139294377662,97.34322279994376,98.10671409999486,,,97.3349589999998,98.09294160001446,,,door\door_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,98.10671409999486,,,,,None,,4,,,2025.2.4,,,1,98.10139239998534,99.61085459997412,,,None,None,98.10695236659764,98.93972569995094,,,8,0,2026-08-11_22:41:17.408690,8,9,localizer,,None,,None,8,8,0,8,,,,,,door,,Tür,
103.04232779995073,104.09086599992588,1.04,,,1,104.0909290999407,104.09096149995457,,,dress,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,101.55580360000022,103.055349299917,104.30061009991914,,,,59.89139294377662,100.79112940002233,101.55580360000022,,,100.78106029995251,101.54158830002416,,,dress\dress_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,101.55580360000022,,,,,None,,4,,,2025.2.4,,,1,101.54480889998376,103.04220669995993,,,None,None,101.55534066661882,102.50535609992221,,,9,0,2026-08-11_22:41:20.856597,9,10,localizer,,None,,None,9,9,0,9,,,,,,dress,,Kleid,
106.55633149994537,107.55587329994887,0.99,,,1,107.55595820001327,107.55600280000363,,,tree,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,7,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,105.05428739998024,106.5707420000108,107.58819499996025,,,,59.89139294377662,104.30061009991914,105.05428739998024,,,104.27435099997092,105.04045500000939,,,tree\tree_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,105.05428739998024,,,,,None,,4,,,2025.2.4,,,1,105.04405629995745,106.55625929997768,,,None,None,105.05453396664622,105.87098100001458,,,10,0,2026-08-11_22:41:24.366078,10,11,localizer,,None,,None,10,10,0,10,,,,,,tree,,Baum,
109.85671490000095,111.08769259997644,1.22,,,1,111.08775599999353,111.0877892000135,,,saw,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,108.35366869997233,109.86985509993974,111.13834009994753,,,,59.89139294377662,107.58819499996025,108.35366869997233,,,107.56859239994083,108.33963419997599,,,saw\saw_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,108.35366869997233,,,,,None,,4,,,2025.2.4,,,1,108.34326009999495,109.85664120002184,,,None,None,108.35379286663762,109.30356159992516,,,11,0,2026-08-11_22:41:27.653663,11,12,localizer,,None,,None,11,11,0,11,,,,,,saw,,Säge,
113.62100349995308,114.67166569991969,1.05,,,1,114.67172959994059,114.67176259995904,,,chair,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,111.90268639998976,113.63497209991328,114.73970009991899,,,,59.89139294377662,111.13834009994753,111.90268639998976,,,111.1155199999921,111.88858339993749,,,chair\chair_09.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,111.90268639998976,,,,,left,,4,,,2025.2.4,,,1,111.89155599998776,113.62091349996626,,,None,None,111.90286796662646,112.78551750001498,,,12,0,2026-08-11_22:41:31.203808,12,13,localizer,,None,,None,12,12,0,12,,,,,,bag,,Tasche,
116.98770990001503,118.02011139993556,1.02,,,1,118.02018110000063,118.02021440002136,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,4,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,115.50137830001768,117.00110100000165,118.05048949993216,,,,59.89139294377662,114.73970009991899,115.50137830001768,,,114.72301750001498,115.48699599993415,,,fish\fish_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,115.50137830001768,,,,,None,,4,,,2025.2.4,,,1,115.49039289995562,116.98760499991477,,,None,None,115.50145246665149,116.38417909992859,,,13,0,2026-08-11_22:41:34.805168,13,14,localizer,,None,,None,13,13,0,13,,,,,,fish,,Fisch,
120.30123859993182,121.53481270000339,1.23,,,1,121.53488529997412,121.53492000000551,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,7,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,118.81637130002491,120.31606639991514,121.60274340002798,,,,59.89139294377662,118.05048949993216,118.81637130002491,,,118.0390167000005,118.7864068999188,,,book\book_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,118.81637130002491,,,,,None,,4,,,2025.2.4,,,1,118.80032059992664,120.30116509995423,,,None,None,118.80073516659128,119.6837080999976,,,14,0,2026-08-11_22:41:38.115957,14,15,localizer,,None,,None,14,14,0,14,,,,,,book,,Buch,
123.86803849996068,125.10078310000245,1.22,,,1,125.10086939996108,125.10092559992336,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,3,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,122.36603359994479,123.88193649996538,125.13226819992997,,,,59.89139294377662,121.60274340002798,122.36603359994479,,,121.57972019992303,122.35183399997186,,,door\door_03.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,122.36603359994479,,,,,None,,4,,,2025.2.4,,,1,122.35457700002007,123.86794469994493,,,None,None,122.36601446668307,123.19888789998367,,,15,0,2026-08-11_22:41:41.668211,15,16,localizer,,None,,None,15,15,0,15,,,,,,door,,Tür,
